"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/reward","[paper]GRPO_online - train/reward__MIN","[paper]GRPO_online - train/reward__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/reward","[paper]GEPO_online - train/reward__MIN","[paper]GEPO_online - train/reward__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/reward","[paper]GSPO_online - train/reward__MIN","[paper]GSPO_online - train/reward__MAX"
"437","14786","14786","14786","0.8203125","0.8203125","0.8203125","14786","14786","14786","0.84765625","0.84765625","0.84765625","14786","14786","14786","0.80078125","0.80078125","0.80078125"
"438","14815","14815","14815","0.66796875","0.66796875","0.66796875","14815","14815","14815","0.62890625","0.62890625","0.62890625","14815","14815","14815","0.6640625","0.6640625","0.6640625"
"439","14844","14844","14844","0.83203125","0.83203125","0.83203125","14844","14844","14844","0.87109375","0.87109375","0.87109375","14844","14844","14844","0.84375","0.84375","0.84375"
"440","14873","14873","14873","0.84375","0.84375","0.84375","14873","14873","14873","0.8671875","0.8671875","0.8671875","14873","14873","14873","0.8359375","0.8359375","0.8359375"
"441","14902","14902","14902","0.70703125","0.70703125","0.70703125","14902","14902","14902","0.73046875","0.73046875","0.73046875","14902","14902","14902","0.72265625","0.72265625","0.72265625"
"442","14931","14931","14931","0.70703125","0.70703125","0.70703125","14931","14931","14931","0.703125","0.703125","0.703125","14931","14931","14931","0.71875","0.71875","0.71875"
"443","14960","14960","14960","0.81640625","0.81640625","0.81640625","14960","14960","14960","0.79296875","0.79296875","0.79296875","14960","14960","14960","0.80078125","0.80078125","0.80078125"
"444","14989","14989","14989","0.85546875","0.85546875","0.85546875","14989","14989","14989","0.859375","0.859375","0.859375","14989","14989","14989","0.79296875","0.79296875","0.79296875"
"445","15018","15018","15018","0.74609375","0.74609375","0.74609375","15018","15018","15018","0.73046875","0.73046875","0.73046875","15018","15018","15018","0.69921875","0.69921875","0.69921875"
"446","15047","15047","15047","0.75","0.75","0.75","15047","15047","15047","0.7578125","0.7578125","0.7578125","15047","15047","15047","0.734375","0.734375","0.734375"
"447","15076","15076","15076","0.83984375","0.83984375","0.83984375","15076","15076","15076","0.8203125","0.8203125","0.8203125","15076","15076","15076","0.83984375","0.83984375","0.83984375"
"448","15105","15105","15105","0.73046875","0.73046875","0.73046875","15105","15105","15105","0.71875","0.71875","0.71875","15105","15105","15105","0.6875","0.6875","0.6875"
"449","15285","15285","15285","0.83984375","0.83984375","0.83984375","15285","15285","15285","0.8515625","0.8515625","0.8515625","15285","15285","15285","0.8125","0.8125","0.8125"
"450","15314","15314","15314","0.70703125","0.70703125","0.70703125","15314","15314","15314","0.74609375","0.74609375","0.74609375","15314","15314","15314","0.67578125","0.67578125","0.67578125"
"451","15343","15343","15343","0.66796875","0.66796875","0.66796875","15343","15343","15343","0.640625","0.640625","0.640625","15343","15343","15343","0.63671875","0.63671875","0.63671875"
"452","15372","15372","15372","0.83203125","0.83203125","0.83203125","15372","15372","15372","0.86328125","0.86328125","0.86328125","15372","15372","15372","0.85546875","0.85546875","0.85546875"
"453","15401","15401","15401","0.765625","0.765625","0.765625","15401","15401","15401","0.7734375","0.7734375","0.7734375","15401","15401","15401","0.78515625","0.78515625","0.78515625"
"454","15430","15430","15430","0.828125","0.828125","0.828125","15430","15430","15430","0.828125","0.828125","0.828125","15430","15430","15430","0.8203125","0.8203125","0.8203125"
"455","15459","15459","15459","0.7109375","0.7109375","0.7109375","15459","15459","15459","0.73828125","0.73828125","0.73828125","15459","15459","15459","0.73828125","0.73828125","0.73828125"
"456","15488","15488","15488","0.72265625","0.72265625","0.72265625","15488","15488","15488","0.76171875","0.76171875","0.76171875","15488","15488","15488","0.73828125","0.73828125","0.73828125"
"457","15517","15517","15517","0.57421875","0.57421875","0.57421875","15517","15517","15517","0.6171875","0.6171875","0.6171875","15517","15517","15517","0.5859375","0.5859375","0.5859375"
"458","15546","15546","15546","0.62890625","0.62890625","0.62890625","15546","15546","15546","0.69140625","0.69140625","0.69140625","15546","15546","15546","0.6640625","0.6640625","0.6640625"
"459","15575","15575","15575","0.8359375","0.8359375","0.8359375","15575","15575","15575","0.828125","0.828125","0.828125","15575","15575","15575","0.79296875","0.79296875","0.79296875"
"460","15604","15604","15604","0.80078125","0.80078125","0.80078125","15604","15604","15604","0.81640625","0.81640625","0.81640625","15604","15604","15604","0.79296875","0.79296875","0.79296875"
"461","15633","15633","15633","0.6171875","0.6171875","0.6171875","15633","15633","15633","0.65234375","0.65234375","0.65234375","15633","15633","15633","0.6328125","0.6328125","0.6328125"
"462","15662","15662","15662","0.73046875","0.73046875","0.73046875","15662","15662","15662","0.73828125","0.73828125","0.73828125","15662","15662","15662","0.74609375","0.74609375","0.74609375"
"463","15691","15691","15691","0.69921875","0.69921875","0.69921875","15691","15691","15691","0.68359375","0.68359375","0.68359375","15691","15691","15691","0.69921875","0.69921875","0.69921875"
"464","15720","15720","15720","0.76171875","0.76171875","0.76171875","15720","15720","15720","0.7890625","0.7890625","0.7890625","15720","15720","15720","0.7734375","0.7734375","0.7734375"
"465","15749","15749","15749","0.734375","0.734375","0.734375","15749","15749","15749","0.73046875","0.73046875","0.73046875","15749","15749","15749","0.77734375","0.77734375","0.77734375"
"466","15778","15778","15778","0.734375","0.734375","0.734375","15778","15778","15778","0.7265625","0.7265625","0.7265625","15778","15778","15778","0.734375","0.734375","0.734375"
"467","15807","15807","15807","0.77734375","0.77734375","0.77734375","15807","15807","15807","0.77734375","0.77734375","0.77734375","15807","15807","15807","0.796875","0.796875","0.796875"
"468","15836","15836","15836","0.6328125","0.6328125","0.6328125","15836","15836","15836","0.5859375","0.5859375","0.5859375","15836","15836","15836","0.6484375","0.6484375","0.6484375"
"469","15865","15865","15865","0.75","0.75","0.75","15865","15865","15865","0.7734375","0.7734375","0.7734375","15865","15865","15865","0.7578125","0.7578125","0.7578125"
"470","15894","15894","15894","0.6796875","0.6796875","0.6796875","15894","15894","15894","0.70703125","0.70703125","0.70703125","15894","15894","15894","0.69921875","0.69921875","0.69921875"
"471","15923","15923","15923","0.7734375","0.7734375","0.7734375","15923","15923","15923","0.7578125","0.7578125","0.7578125","15923","15923","15923","0.765625","0.765625","0.765625"
"472","15952","15952","15952","0.79296875","0.79296875","0.79296875","15952","15952","15952","0.75","0.75","0.75","15952","15952","15952","0.796875","0.796875","0.796875"
"473","15981","15981","15981","0.8359375","0.8359375","0.8359375","15981","15981","15981","0.85546875","0.85546875","0.85546875","15981","15981","15981","0.84765625","0.84765625","0.84765625"
"474","16010","16010","16010","0.796875","0.796875","0.796875","16010","16010","16010","0.7265625","0.7265625","0.7265625","16010","16010","16010","0.80859375","0.80859375","0.80859375"
"475","16039","16039","16039","0.6640625","0.6640625","0.6640625","16039","16039","16039","0.6796875","0.6796875","0.6796875","16039","16039","16039","0.6875","0.6875","0.6875"
"476","16068","16068","16068","0.79296875","0.79296875","0.79296875","16068","16068","16068","0.78125","0.78125","0.78125","16068","16068","16068","0.77734375","0.77734375","0.77734375"
"477","16097","16097","16097","0.625","0.625","0.625","16097","16097","16097","0.68359375","0.68359375","0.68359375","16097","16097","16097","0.578125","0.578125","0.578125"
"478","16126","16126","16126","0.734375","0.734375","0.734375","16126","16126","16126","0.70703125","0.70703125","0.70703125","16126","16126","16126","0.68359375","0.68359375","0.68359375"
"479","16155","16155","16155","0.73828125","0.73828125","0.73828125","16155","16155","16155","0.76171875","0.76171875","0.76171875","16155","16155","16155","0.71484375","0.71484375","0.71484375"
"480","16184","16184","16184","0.71875","0.71875","0.71875","16184","16184","16184","0.74609375","0.74609375","0.74609375","16184","16184","16184","0.7109375","0.7109375","0.7109375"
"481","16364","16364","16364","0.75","0.75","0.75","16364","16364","16364","0.75390625","0.75390625","0.75390625","16364","16364","16364","0.77734375","0.77734375","0.77734375"
"482","16393","16393","16393","0.625","0.625","0.625","16393","16393","16393","0.6171875","0.6171875","0.6171875","16393","16393","16393","0.60546875","0.60546875","0.60546875"
"483","16422","16422","16422","0.62109375","0.62109375","0.62109375","16422","16422","16422","0.625","0.625","0.625","16422","16422","16422","0.63671875","0.63671875","0.63671875"
"484","16451","16451","16451","0.63671875","0.63671875","0.63671875","16451","16451","16451","0.62890625","0.62890625","0.62890625","16451","16451","16451","0.62109375","0.62109375","0.62109375"
"485","16480","16480","16480","0.7109375","0.7109375","0.7109375","16480","16480","16480","0.7421875","0.7421875","0.7421875","16480","16480","16480","0.73046875","0.73046875","0.73046875"
"486","16509","16509","16509","0.796875","0.796875","0.796875","16509","16509","16509","0.78515625","0.78515625","0.78515625","16509","16509","16509","0.80078125","0.80078125","0.80078125"
"487","16538","16538","16538","0.62109375","0.62109375","0.62109375","16538","16538","16538","0.64453125","0.64453125","0.64453125","16538","16538","16538","0.62890625","0.62890625","0.62890625"
"488","16567","16567","16567","0.734375","0.734375","0.734375","16567","16567","16567","0.74609375","0.74609375","0.74609375","16567","16567","16567","0.78125","0.78125","0.78125"
"489","16596","16596","16596","0.7578125","0.7578125","0.7578125","16596","16596","16596","0.7734375","0.7734375","0.7734375","16596","16596","16596","0.76171875","0.76171875","0.76171875"
"490","16625","16625","16625","0.79296875","0.79296875","0.79296875","16625","16625","16625","0.7890625","0.7890625","0.7890625","16625","16625","16625","0.7734375","0.7734375","0.7734375"
"491","16654","16654","16654","0.7578125","0.7578125","0.7578125","16654","16654","16654","0.75","0.75","0.75","16654","16654","16654","0.74609375","0.74609375","0.74609375"
"492","16683","16683","16683","0.79296875","0.79296875","0.79296875","16683","16683","16683","0.7734375","0.7734375","0.7734375","16683","16683","16683","0.74609375","0.74609375","0.74609375"
"493","16712","16712","16712","0.63671875","0.63671875","0.63671875","16712","16712","16712","0.625","0.625","0.625","16712","16712","16712","0.671875","0.671875","0.671875"
"494","16741","16741","16741","0.72265625","0.72265625","0.72265625","16741","16741","16741","0.68359375","0.68359375","0.68359375","16741","16741","16741","0.7421875","0.7421875","0.7421875"
"495","16770","16770","16770","0.8671875","0.8671875","0.8671875","16770","16770","16770","0.83203125","0.83203125","0.83203125","16770","16770","16770","0.8125","0.8125","0.8125"
"496","16799","16799","16799","0.65234375","0.65234375","0.65234375","16799","16799","16799","0.71875","0.71875","0.71875","16799","16799","16799","0.67578125","0.67578125","0.67578125"
"497","16828","16828","16828","0.73046875","0.73046875","0.73046875","16828","16828","16828","0.76171875","0.76171875","0.76171875","16828","16828","16828","0.76171875","0.76171875","0.76171875"
"498","16857","16857","16857","0.7890625","0.7890625","0.7890625","16857","16857","16857","0.80859375","0.80859375","0.80859375","16857","16857","16857","0.81640625","0.81640625","0.81640625"
"499","16886","16886","16886","0.765625","0.765625","0.765625","16886","16886","16886","0.7734375","0.7734375","0.7734375","16886","16886","16886","0.7265625","0.7265625","0.7265625"
"500","16915","16915","16915","0.7265625","0.7265625","0.7265625","16915","16915","16915","0.7421875","0.7421875","0.7421875","16915","16915","16915","0.69921875","0.69921875","0.69921875"
"501","16944","16944","16944","0.81640625","0.81640625","0.81640625","16944","16944","16944","0.81640625","0.81640625","0.81640625","16944","16944","16944","0.828125","0.828125","0.828125"
"502","16973","16973","16973","0.625","0.625","0.625","16973","16973","16973","0.6171875","0.6171875","0.6171875","16973","16973","16973","0.625","0.625","0.625"
"503","17002","17002","17002","0.6875","0.6875","0.6875","17002","17002","17002","0.671875","0.671875","0.671875","17002","17002","17002","0.66796875","0.66796875","0.66796875"
"504","17031","17031","17031","0.7734375","0.7734375","0.7734375","17031","17031","17031","0.796875","0.796875","0.796875","17031","17031","17031","0.80859375","0.80859375","0.80859375"
"505","17060","17060","17060","0.88671875","0.88671875","0.88671875","17060","17060","17060","0.8515625","0.8515625","0.8515625","17060","17060","17060","0.8828125","0.8828125","0.8828125"
"506","17089","17089","17089","0.703125","0.703125","0.703125","17089","17089","17089","0.71484375","0.71484375","0.71484375","17089","17089","17089","0.71875","0.71875","0.71875"
"507","17118","17118","17118","0.74609375","0.74609375","0.74609375","17118","17118","17118","0.7578125","0.7578125","0.7578125","17118","17118","17118","0.74609375","0.74609375","0.74609375"
"508","17147","17147","17147","0.7890625","0.7890625","0.7890625","17147","17147","17147","0.7734375","0.7734375","0.7734375","17147","17147","17147","0.8125","0.8125","0.8125"
"509","17176","17176","17176","0.73046875","0.73046875","0.73046875","17176","17176","17176","0.76171875","0.76171875","0.76171875","17176","17176","17176","0.7421875","0.7421875","0.7421875"
"510","17205","17205","17205","0.765625","0.765625","0.765625","17205","17205","17205","0.72265625","0.72265625","0.72265625","17205","17205","17205","0.75390625","0.75390625","0.75390625"
"511","17234","17234","17234","0.703125","0.703125","0.703125","17234","17234","17234","0.67578125","0.67578125","0.67578125","17234","17234","17234","0.67578125","0.67578125","0.67578125"
"512","17263","17263","17263","0.83203125","0.83203125","0.83203125","17263","17263","17263","0.8046875","0.8046875","0.8046875","17263","17263","17263","0.80078125","0.80078125","0.80078125"
"513","17443","17443","17443","0.78515625","0.78515625","0.78515625","17443","17443","17443","0.81640625","0.81640625","0.81640625","17443","17443","17443","0.79296875","0.79296875","0.79296875"
"514","17472","17472","17472","0.703125","0.703125","0.703125","17472","17472","17472","0.74609375","0.74609375","0.74609375","17472","17472","17472","0.71875","0.71875","0.71875"
