"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/reward","[paper]GRPO_online - train/reward__MIN","[paper]GRPO_online - train/reward__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/reward","[paper]GEPO_online - train/reward__MIN","[paper]GEPO_online - train/reward__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/reward","[paper]GSPO_online - train/reward__MIN","[paper]GSPO_online - train/reward__MAX"
"983","33187","33187","33187","0.375","0.375","0.375","33187","33187","33187","0.7421875","0.7421875","0.7421875","33187","33187","33187","0.7734375","0.7734375","0.7734375"
"984","33216","33216","33216","0.3828125","0.3828125","0.3828125","33216","33216","33216","0.796875","0.796875","0.796875","33216","33216","33216","0.75","0.75","0.75"
"985","33245","33245","33245","0.5390625","0.5390625","0.5390625","33245","33245","33245","0.86328125","0.86328125","0.86328125","33245","33245","33245","0.87109375","0.87109375","0.87109375"
"986","33274","33274","33274","0.36328125","0.36328125","0.36328125","33274","33274","33274","0.765625","0.765625","0.765625","33274","33274","33274","0.71484375","0.71484375","0.71484375"
"987","33303","33303","33303","0.4765625","0.4765625","0.4765625","33303","33303","33303","0.76953125","0.76953125","0.76953125","33303","33303","33303","0.734375","0.734375","0.734375"
"988","33332","33332","33332","0.3515625","0.3515625","0.3515625","33332","33332","33332","0.67578125","0.67578125","0.67578125","33332","33332","33332","0.6796875","0.6796875","0.6796875"
"989","33361","33361","33361","0.4921875","0.4921875","0.4921875","33361","33361","33361","0.83203125","0.83203125","0.83203125","33361","33361","33361","0.8125","0.8125","0.8125"
"990","33390","33390","33390","0.40234375","0.40234375","0.40234375","33390","33390","33390","0.74609375","0.74609375","0.74609375","33390","33390","33390","0.7890625","0.7890625","0.7890625"
"991","33419","33419","33419","0.46484375","0.46484375","0.46484375","33419","33419","33419","0.75","0.75","0.75","33419","33419","33419","0.7265625","0.7265625","0.7265625"
"992","33448","33448","33448","0.390625","0.390625","0.390625","33448","33448","33448","0.7109375","0.7109375","0.7109375","33448","33448","33448","0.703125","0.703125","0.703125"
"993","33628","33628","33628","0.4453125","0.4453125","0.4453125","33628","33628","33628","0.75390625","0.75390625","0.75390625","33628","33628","33628","0.73828125","0.73828125","0.73828125"
"994","33657","33657","33657","0.40234375","0.40234375","0.40234375","33657","33657","33657","0.7109375","0.7109375","0.7109375","33657","33657","33657","0.71875","0.71875","0.71875"
"995","33686","33686","33686","0.5625","0.5625","0.5625","33686","33686","33686","0.8671875","0.8671875","0.8671875","33686","33686","33686","0.84375","0.84375","0.84375"
"996","33715","33715","33715","0.40234375","0.40234375","0.40234375","33715","33715","33715","0.6953125","0.6953125","0.6953125","33715","33715","33715","0.66796875","0.66796875","0.66796875"
"997","33744","33744","33744","0.375","0.375","0.375","33744","33744","33744","0.6171875","0.6171875","0.6171875","33744","33744","33744","0.6171875","0.6171875","0.6171875"
"998","33773","33773","33773","0.48828125","0.48828125","0.48828125","33773","33773","33773","0.75","0.75","0.75","33773","33773","33773","0.75","0.75","0.75"
"999","33802","33802","33802","0.35546875","0.35546875","0.35546875","33802","33802","33802","0.80078125","0.80078125","0.80078125","33802","33802","33802","0.81640625","0.81640625","0.81640625"
"1000","33831","33831","33831","0.578125","0.578125","0.578125","33831","33831","33831","0.74609375","0.74609375","0.74609375","33831","33831","33831","0.6875","0.6875","0.6875"
"1001","33860","33860","33860","0.3671875","0.3671875","0.3671875","33860","33860","33860","0.734375","0.734375","0.734375","33860","33860","33860","0.71875","0.71875","0.71875"
"1002","33889","33889","33889","0.4921875","0.4921875","0.4921875","33889","33889","33889","0.76171875","0.76171875","0.76171875","33889","33889","33889","0.765625","0.765625","0.765625"
"1003","33918","33918","33918","0.4140625","0.4140625","0.4140625","33918","33918","33918","0.59375","0.59375","0.59375","33918","33918","33918","0.61328125","0.61328125","0.61328125"
"1004","33947","33947","33947","0.4375","0.4375","0.4375","33947","33947","33947","0.71875","0.71875","0.71875","33947","33947","33947","0.72265625","0.72265625","0.72265625"
"1005","33976","33976","33976","0.43359375","0.43359375","0.43359375","33976","33976","33976","0.87109375","0.87109375","0.87109375","33976","33976","33976","0.8203125","0.8203125","0.8203125"
"1006","34005","34005","34005","0.4375","0.4375","0.4375","34005","34005","34005","0.765625","0.765625","0.765625","34005","34005","34005","0.7421875","0.7421875","0.7421875"
"1007","34034","34034","34034","0.45703125","0.45703125","0.45703125","34034","34034","34034","0.76953125","0.76953125","0.76953125","34034","34034","34034","0.765625","0.765625","0.765625"
"1008","34063","34063","34063","0.30078125","0.30078125","0.30078125","34063","34063","34063","0.7734375","0.7734375","0.7734375","34063","34063","34063","0.76953125","0.76953125","0.76953125"
"1009","34092","34092","34092","0.34375","0.34375","0.34375","34092","34092","34092","0.76171875","0.76171875","0.76171875","34092","34092","34092","0.72265625","0.72265625","0.72265625"
"1010","34121","34121","34121","0.5234375","0.5234375","0.5234375","34121","34121","34121","0.78515625","0.78515625","0.78515625","34121","34121","34121","0.8046875","0.8046875","0.8046875"
"1011","34150","34150","34150","0.34765625","0.34765625","0.34765625","34150","34150","34150","0.78515625","0.78515625","0.78515625","34150","34150","34150","0.7734375","0.7734375","0.7734375"
"1012","34179","34179","34179","0.28515625","0.28515625","0.28515625","34179","34179","34179","0.62109375","0.62109375","0.62109375","34179","34179","34179","0.64453125","0.64453125","0.64453125"
"1013","34208","34208","34208","0.34765625","0.34765625","0.34765625","34208","34208","34208","0.80078125","0.80078125","0.80078125","34208","34208","34208","0.7734375","0.7734375","0.7734375"
"1014","34237","34237","34237","0.37890625","0.37890625","0.37890625","34237","34237","34237","0.78125","0.78125","0.78125","34237","34237","34237","0.75","0.75","0.75"
"1015","34266","34266","34266","0.55859375","0.55859375","0.55859375","34266","34266","34266","0.87109375","0.87109375","0.87109375","34266","34266","34266","0.83984375","0.83984375","0.83984375"
"1016","34295","34295","34295","0.4375","0.4375","0.4375","34295","34295","34295","0.80859375","0.80859375","0.80859375","34295","34295","34295","0.8046875","0.8046875","0.8046875"
"1017","34324","34324","34324","0.52734375","0.52734375","0.52734375","34324","34324","34324","0.8671875","0.8671875","0.8671875","34324","34324","34324","0.81640625","0.81640625","0.81640625"
"1018","34353","34353","34353","0.42578125","0.42578125","0.42578125","34353","34353","34353","0.6875","0.6875","0.6875","34353","34353","34353","0.68359375","0.68359375","0.68359375"
"1019","34382","34382","34382","0.27734375","0.27734375","0.27734375","34382","34382","34382","0.70703125","0.70703125","0.70703125","34382","34382","34382","0.671875","0.671875","0.671875"
"1020","34411","34411","34411","0.53515625","0.53515625","0.53515625","34411","34411","34411","0.85546875","0.85546875","0.85546875","34411","34411","34411","0.83203125","0.83203125","0.83203125"
"1021","34440","34440","34440","0.3828125","0.3828125","0.3828125","34440","34440","34440","0.6796875","0.6796875","0.6796875","34440","34440","34440","0.70703125","0.70703125","0.70703125"
"1022","34469","34469","34469","0.5703125","0.5703125","0.5703125","34469","34469","34469","0.78125","0.78125","0.78125","34469","34469","34469","0.78515625","0.78515625","0.78515625"
"1023","34498","34498","34498","0.6015625","0.6015625","0.6015625","34498","34498","34498","0.80859375","0.80859375","0.80859375","34498","34498","34498","0.80859375","0.80859375","0.80859375"
"1024","34527","34527","34527","0.546875","0.546875","0.546875","34527","34527","34527","0.79296875","0.79296875","0.79296875","34527","34527","34527","0.79296875","0.79296875","0.79296875"
"1025","34707","34707","34707","0.39453125","0.39453125","0.39453125","34707","34707","34707","0.703125","0.703125","0.703125","34707","34707","34707","0.7265625","0.7265625","0.7265625"
"1026","34736","34736","34736","0.46875","0.46875","0.46875","34736","34736","34736","0.75","0.75","0.75","34736","34736","34736","0.6953125","0.6953125","0.6953125"
"1027","34765","34765","34765","0.58984375","0.58984375","0.58984375","34765","34765","34765","0.76953125","0.76953125","0.76953125","34765","34765","34765","0.74609375","0.74609375","0.74609375"
"1028","34794","34794","34794","0.62890625","0.62890625","0.62890625","34794","34794","34794","0.8125","0.8125","0.8125","34794","34794","34794","0.7890625","0.7890625","0.7890625"
"1029","34823","34823","34823","0.46875","0.46875","0.46875","34823","34823","34823","0.7734375","0.7734375","0.7734375","34823","34823","34823","0.81640625","0.81640625","0.81640625"
"1030","34852","34852","34852","0.45703125","0.45703125","0.45703125","34852","34852","34852","0.79296875","0.79296875","0.79296875","34852","34852","34852","0.765625","0.765625","0.765625"
"1031","34881","34881","34881","0.546875","0.546875","0.546875","34881","34881","34881","0.84765625","0.84765625","0.84765625","34881","34881","34881","0.8046875","0.8046875","0.8046875"
"1032","34910","34910","34910","0.46484375","0.46484375","0.46484375","34910","34910","34910","0.73828125","0.73828125","0.73828125","34910","34910","34910","0.71875","0.71875","0.71875"
"1033","34939","34939","34939","0.42578125","0.42578125","0.42578125","34939","34939","34939","0.6328125","0.6328125","0.6328125","34939","34939","34939","0.65234375","0.65234375","0.65234375"
"1034","34968","34968","34968","0.39453125","0.39453125","0.39453125","34968","34968","34968","0.765625","0.765625","0.765625","34968","34968","34968","0.73828125","0.73828125","0.73828125"
"1035","34997","34997","34997","0.5703125","0.5703125","0.5703125","34997","34997","34997","0.765625","0.765625","0.765625","34997","34997","34997","0.78515625","0.78515625","0.78515625"
"1036","35026","35026","35026","0.3671875","0.3671875","0.3671875","35026","35026","35026","0.765625","0.765625","0.765625","35026","35026","35026","0.71484375","0.71484375","0.71484375"
"1037","35055","35055","35055","0.4921875","0.4921875","0.4921875","35055","35055","35055","0.83203125","0.83203125","0.83203125","35055","35055","35055","0.82421875","0.82421875","0.82421875"
"1038","35084","35084","35084","0.41796875","0.41796875","0.41796875","35084","35084","35084","0.77734375","0.77734375","0.77734375","35084","35084","35084","0.828125","0.828125","0.828125"
"1039","35113","35113","35113","0.5078125","0.5078125","0.5078125","35113","35113","35113","0.78125","0.78125","0.78125","35113","35113","35113","0.73828125","0.73828125","0.73828125"
"1040","35142","35142","35142","0.37890625","0.37890625","0.37890625","35142","35142","35142","0.70703125","0.70703125","0.70703125","35142","35142","35142","0.7421875","0.7421875","0.7421875"
"1041","35171","35171","35171","0.51171875","0.51171875","0.51171875","35171","35171","35171","0.8046875","0.8046875","0.8046875","35171","35171","35171","0.8046875","0.8046875","0.8046875"
"1042","35200","35200","35200","0.578125","0.578125","0.578125","35200","35200","35200","0.78515625","0.78515625","0.78515625","35200","35200","35200","0.8125","0.8125","0.8125"
"1043","35229","35229","35229","0.45703125","0.45703125","0.45703125","35229","35229","35229","0.7109375","0.7109375","0.7109375","35229","35229","35229","0.70703125","0.70703125","0.70703125"
"1044","35258","35258","35258","0.4921875","0.4921875","0.4921875","35258","35258","35258","0.8125","0.8125","0.8125","35258","35258","35258","0.734375","0.734375","0.734375"
"1045","35287","35287","35287","0.546875","0.546875","0.546875","35287","35287","35287","0.79296875","0.79296875","0.79296875","35287","35287","35287","0.80859375","0.80859375","0.80859375"
"1046","35316","35316","35316","0.3125","0.3125","0.3125","35316","35316","35316","0.76953125","0.76953125","0.76953125","35316","35316","35316","0.72265625","0.72265625","0.72265625"
"1047","35345","35345","35345","0.38671875","0.38671875","0.38671875","35345","35345","35345","0.73828125","0.73828125","0.73828125","35345","35345","35345","0.7578125","0.7578125","0.7578125"
"1048","35374","35374","35374","0.453125","0.453125","0.453125","35374","35374","35374","0.828125","0.828125","0.828125","35374","35374","35374","0.83984375","0.83984375","0.83984375"
"1049","35403","35403","35403","0.2421875","0.2421875","0.2421875","35403","35403","35403","0.6953125","0.6953125","0.6953125","35403","35403","35403","0.71484375","0.71484375","0.71484375"
"1050","35432","35432","35432","0.5078125","0.5078125","0.5078125","35432","35432","35432","0.828125","0.828125","0.828125","35432","35432","35432","0.8125","0.8125","0.8125"
"1051","35461","35461","35461","0.42578125","0.42578125","0.42578125","35461","35461","35461","0.78515625","0.78515625","0.78515625","35461","35461","35461","0.76953125","0.76953125","0.76953125"
"1052","35490","35490","35490","0.38671875","0.38671875","0.38671875","35490","35490","35490","0.84375","0.84375","0.84375","35490","35490","35490","0.8046875","0.8046875","0.8046875"
"1053","35519","35519","35519","0.328125","0.328125","0.328125","35519","35519","35519","0.765625","0.765625","0.765625","35519","35519","35519","0.76953125","0.76953125","0.76953125"
"1054","35548","35548","35548","0.296875","0.296875","0.296875","35548","35548","35548","0.74609375","0.74609375","0.74609375","35548","35548","35548","0.6953125","0.6953125","0.6953125"
"1055","35577","35577","35577","0.5546875","0.5546875","0.5546875","35577","35577","35577","0.83203125","0.83203125","0.83203125","35577","35577","35577","0.8203125","0.8203125","0.8203125"
"1056","35606","35606","35606","0.37109375","0.37109375","0.37109375","35606","35606","35606","0.78515625","0.78515625","0.78515625","35606","35606","35606","0.75390625","0.75390625","0.75390625"
"1057","35786","35786","35786","0.44140625","0.44140625","0.44140625","35786","35786","35786","0.69140625","0.69140625","0.69140625","35786","35786","35786","0.69921875","0.69921875","0.69921875"
"1058","35815","35815","35815","0.40234375","0.40234375","0.40234375","35815","35815","35815","0.73828125","0.73828125","0.73828125","35815","35815","35815","0.765625","0.765625","0.765625"
"1059","35844","35844","35844","0.4296875","0.4296875","0.4296875","35844","35844","35844","0.828125","0.828125","0.828125","35844","35844","35844","0.8359375","0.8359375","0.8359375"
"1060","35873","35873","35873","0.32421875","0.32421875","0.32421875","35873","35873","35873","0.75390625","0.75390625","0.75390625","35873","35873","35873","0.73046875","0.73046875","0.73046875"
"1061","35902","35902","35902","0.3828125","0.3828125","0.3828125","35902","35902","35902","0.7265625","0.7265625","0.7265625","35902","35902","35902","0.703125","0.703125","0.703125"
"1062","35931","35931","35931","0.4453125","0.4453125","0.4453125","35931","35931","35931","0.7421875","0.7421875","0.7421875","35931","35931","35931","0.734375","0.734375","0.734375"
"1063","35960","35960","35960","0.47265625","0.47265625","0.47265625","35960","35960","35960","0.75","0.75","0.75","35960","35960","35960","0.765625","0.765625","0.765625"
"1064","35989","35989","35989","0.6015625","0.6015625","0.6015625","35989","35989","35989","0.83203125","0.83203125","0.83203125","35989","35989","35989","0.83984375","0.83984375","0.83984375"
"1065","36018","36018","36018","0.4609375","0.4609375","0.4609375","36018","36018","36018","0.8046875","0.8046875","0.8046875","36018","36018","36018","0.78125","0.78125","0.78125"
"1066","36047","36047","36047","0.37890625","0.37890625","0.37890625","36047","36047","36047","0.70703125","0.70703125","0.70703125","36047","36047","36047","0.734375","0.734375","0.734375"
"1067","36076","36076","36076","0.47265625","0.47265625","0.47265625","36076","36076","36076","0.79296875","0.79296875","0.79296875","36076","36076","36076","0.8203125","0.8203125","0.8203125"
"1068","36105","36105","36105","0.37890625","0.37890625","0.37890625","36105","36105","36105","0.74609375","0.74609375","0.74609375","36105","36105","36105","0.76953125","0.76953125","0.76953125"
"1069","36134","36134","36134","0.33984375","0.33984375","0.33984375","36134","36134","36134","0.7109375","0.7109375","0.7109375","36134","36134","36134","0.65625","0.65625","0.65625"
"1070","36163","36163","36163","0.48046875","0.48046875","0.48046875","36163","36163","36163","0.78125","0.78125","0.78125","36163","36163","36163","0.7734375","0.7734375","0.7734375"
"1071","36192","36192","36192","0.42578125","0.42578125","0.42578125","36192","36192","36192","0.73828125","0.73828125","0.73828125","36192","36192","36192","0.76171875","0.76171875","0.76171875"
"1072","36221","36221","36221","0.41015625","0.41015625","0.41015625","36221","36221","36221","0.79296875","0.79296875","0.79296875","36221","36221","36221","0.78515625","0.78515625","0.78515625"
"1073","36250","36250","36250","0.54296875","0.54296875","0.54296875","36250","36250","36250","0.76171875","0.76171875","0.76171875","36250","36250","36250","0.76953125","0.76953125","0.76953125"
"1074","36279","36279","36279","0.38671875","0.38671875","0.38671875","36279","36279","36279","0.78515625","0.78515625","0.78515625","36279","36279","36279","0.74609375","0.74609375","0.74609375"
"1075","36308","36308","36308","0.3515625","0.3515625","0.3515625","36308","36308","36308","0.73828125","0.73828125","0.73828125","36308","36308","36308","0.7890625","0.7890625","0.7890625"
"1076","36337","36337","36337","0.30859375","0.30859375","0.30859375","36337","36337","36337","0.7734375","0.7734375","0.7734375","36337","36337","36337","0.7890625","0.7890625","0.7890625"
"1077","36366","36366","36366","0.3046875","0.3046875","0.3046875","36366","36366","36366","0.76953125","0.76953125","0.76953125","36366","36366","36366","0.76171875","0.76171875","0.76171875"
"1078","36395","36395","36395","0.3125","0.3125","0.3125","36395","36395","36395","0.625","0.625","0.625","36395","36395","36395","0.61328125","0.61328125","0.61328125"
"1079","36424","36424","36424","0.33203125","0.33203125","0.33203125","36424","36424","36424","0.80078125","0.80078125","0.80078125","36424","36424","36424","0.79296875","0.79296875","0.79296875"
"1080","36453","36453","36453","0.25390625","0.25390625","0.25390625","36453","36453","36453","0.8828125","0.8828125","0.8828125","36453","36453","36453","0.87890625","0.87890625","0.87890625"
"1081","36482","36482","36482","0.38671875","0.38671875","0.38671875","36482","36482","36482","0.83203125","0.83203125","0.83203125","36482","36482","36482","0.8359375","0.8359375","0.8359375"
"1082","36511","36511","36511","0.33984375","0.33984375","0.33984375","36511","36511","36511","0.7109375","0.7109375","0.7109375","36511","36511","36511","0.703125","0.703125","0.703125"
"1083","36540","36540","36540","0.36328125","0.36328125","0.36328125","36540","36540","36540","0.796875","0.796875","0.796875","36540","36540","36540","0.7734375","0.7734375","0.7734375"
"1084","36569","36569","36569","0.34765625","0.34765625","0.34765625","36569","36569","36569","0.8046875","0.8046875","0.8046875","36569","36569","36569","0.7734375","0.7734375","0.7734375"
"1085","36598","36598","36598","0.26171875","0.26171875","0.26171875","36598","36598","36598","0.796875","0.796875","0.796875","36598","36598","36598","0.77734375","0.77734375","0.77734375"
"1086","36627","36627","36627","0.40625","0.40625","0.40625","36627","36627","36627","0.8125","0.8125","0.8125","36627","36627","36627","0.80078125","0.80078125","0.80078125"
"1087","36656","36656","36656","0.34375","0.34375","0.34375","36656","36656","36656","0.84765625","0.84765625","0.84765625","36656","36656","36656","0.796875","0.796875","0.796875"
"1088","36685","36685","36685","0.296875","0.296875","0.296875","36685","36685","36685","0.87890625","0.87890625","0.87890625","36685","36685","36685","0.84375","0.84375","0.84375"
"1089","36865","36865","36865","0.20703125","0.20703125","0.20703125","36865","36865","36865","0.67578125","0.67578125","0.67578125","36865","36865","36865","0.6875","0.6875","0.6875"
"1090","36894","36894","36894","0.328125","0.328125","0.328125","36894","36894","36894","0.75","0.75","0.75","36894","36894","36894","0.71875","0.71875","0.71875"
"1091","36923","36923","36923","0.33203125","0.33203125","0.33203125","36923","36923","36923","0.890625","0.890625","0.890625","36923","36923","36923","0.83984375","0.83984375","0.83984375"
"1092","36952","36952","36952","0.3046875","0.3046875","0.3046875","36952","36952","36952","0.72265625","0.72265625","0.72265625","36952","36952","36952","0.68359375","0.68359375","0.68359375"
"1093","36981","36981","36981","0.45703125","0.45703125","0.45703125","36981","36981","36981","0.8125","0.8125","0.8125","36981","36981","36981","0.78515625","0.78515625","0.78515625"
"1094","37010","37010","37010","0.37109375","0.37109375","0.37109375","37010","37010","37010","0.796875","0.796875","0.796875","37010","37010","37010","0.8125","0.8125","0.8125"
"1095","37039","37039","37039","0.2578125","0.2578125","0.2578125","37039","37039","37039","0.703125","0.703125","0.703125","37039","37039","37039","0.7421875","0.7421875","0.7421875"
"1096","37068","37068","37068","0.36328125","0.36328125","0.36328125","37068","37068","37068","0.79296875","0.79296875","0.79296875","37068","37068","37068","0.734375","0.734375","0.734375"
"1097","37097","37097","37097","0.35546875","0.35546875","0.35546875","37097","37097","37097","0.6484375","0.6484375","0.6484375","37097","37097","37097","0.6328125","0.6328125","0.6328125"
"1098","37126","37126","37126","0.44921875","0.44921875","0.44921875","37126","37126","37126","0.80078125","0.80078125","0.80078125","37126","37126","37126","0.76171875","0.76171875","0.76171875"
"1099","37155","37155","37155","0.21484375","0.21484375","0.21484375","37155","37155","37155","0.78125","0.78125","0.78125","37155","37155","37155","0.74609375","0.74609375","0.74609375"
"1100","37184","37184","37184","0.4140625","0.4140625","0.4140625","37184","37184","37184","0.8046875","0.8046875","0.8046875","37184","37184","37184","0.7890625","0.7890625","0.7890625"
"1101","37213","37213","37213","0.55859375","0.55859375","0.55859375","37213","37213","37213","0.90234375","0.90234375","0.90234375","37213","37213","37213","0.87109375","0.87109375","0.87109375"
"1102","37242","37242","37242","0.3359375","0.3359375","0.3359375","37242","37242","37242","0.74609375","0.74609375","0.74609375","37242","37242","37242","0.70703125","0.70703125","0.70703125"
"1103","37271","37271","37271","0.296875","0.296875","0.296875","37271","37271","37271","0.66015625","0.66015625","0.66015625","37271","37271","37271","0.625","0.625","0.625"
"1104","37300","37300","37300","0.45703125","0.45703125","0.45703125","37300","37300","37300","0.80078125","0.80078125","0.80078125","37300","37300","37300","0.796875","0.796875","0.796875"
"1105","37329","37329","37329","0.5390625","0.5390625","0.5390625","37329","37329","37329","0.8359375","0.8359375","0.8359375","37329","37329","37329","0.82421875","0.82421875","0.82421875"
"1106","37358","37358","37358","0.3203125","0.3203125","0.3203125","37358","37358","37358","0.77734375","0.77734375","0.77734375","37358","37358","37358","0.72265625","0.72265625","0.72265625"
"1107","37387","37387","37387","0.37890625","0.37890625","0.37890625","37387","37387","37387","0.70703125","0.70703125","0.70703125","37387","37387","37387","0.71484375","0.71484375","0.71484375"
"1108","37416","37416","37416","0.34765625","0.34765625","0.34765625","37416","37416","37416","0.74609375","0.74609375","0.74609375","37416","37416","37416","0.69921875","0.69921875","0.69921875"
"1109","37445","37445","37445","0.41796875","0.41796875","0.41796875","37445","37445","37445","0.6953125","0.6953125","0.6953125","37445","37445","37445","0.73046875","0.73046875","0.73046875"
"1110","37474","37474","37474","0.20703125","0.20703125","0.20703125","37474","37474","37474","0.66796875","0.66796875","0.66796875","37474","37474","37474","0.6484375","0.6484375","0.6484375"
"1111","37503","37503","37503","0.37890625","0.37890625","0.37890625","37503","37503","37503","0.7109375","0.7109375","0.7109375","37503","37503","37503","0.69140625","0.69140625","0.69140625"
"1112","37532","37532","37532","0.3515625","0.3515625","0.3515625","37532","37532","37532","0.69140625","0.69140625","0.69140625","37532","37532","37532","0.72265625","0.72265625","0.72265625"
"1113","37561","37561","37561","0.44921875","0.44921875","0.44921875","37561","37561","37561","0.7890625","0.7890625","0.7890625","37561","37561","37561","0.77734375","0.77734375","0.77734375"
"1114","37590","37590","37590","0.34375","0.34375","0.34375","37590","37590","37590","0.66796875","0.66796875","0.66796875","37590","37590","37590","0.6953125","0.6953125","0.6953125"
"1115","37619","37619","37619","0.4296875","0.4296875","0.4296875","37619","37619","37619","0.83203125","0.83203125","0.83203125","37619","37619","37619","0.75","0.75","0.75"
"1116","37648","37648","37648","0.3359375","0.3359375","0.3359375","37648","37648","37648","0.81640625","0.81640625","0.81640625","37648","37648","37648","0.78515625","0.78515625","0.78515625"
"1117","37677","37677","37677","0.41796875","0.41796875","0.41796875","37677","37677","37677","0.83984375","0.83984375","0.83984375","37677","37677","37677","0.79296875","0.79296875","0.79296875"
"1118","37706","37706","37706","0.35546875","0.35546875","0.35546875","37706","37706","37706","0.75390625","0.75390625","0.75390625","37706","37706","37706","0.76953125","0.76953125","0.76953125"
"1119","37735","37735","37735","0.37109375","0.37109375","0.37109375","37735","37735","37735","0.6796875","0.6796875","0.6796875","37735","37735","37735","0.63671875","0.63671875","0.63671875"
"1120","37764","37764","37764","0.37109375","0.37109375","0.37109375","37764","37764","37764","0.765625","0.765625","0.765625","37764","37764","37764","0.73046875","0.73046875","0.73046875"
"1121","37944","37944","37944","0.4453125","0.4453125","0.4453125","37944","37944","37944","0.828125","0.828125","0.828125","37944","37944","37944","0.82421875","0.82421875","0.82421875"
"1122","37973","37973","37973","0.38671875","0.38671875","0.38671875","37973","37973","37973","0.76953125","0.76953125","0.76953125","37973","37973","37973","0.76171875","0.76171875","0.76171875"
"1123","38002","38002","38002","0.4921875","0.4921875","0.4921875","38002","38002","38002","0.7109375","0.7109375","0.7109375","38002","38002","38002","0.69921875","0.69921875","0.69921875"
"1124","38031","38031","38031","0.43359375","0.43359375","0.43359375","38031","38031","38031","0.8046875","0.8046875","0.8046875","38031","38031","38031","0.7890625","0.7890625","0.7890625"
"1125","38060","38060","38060","0.26171875","0.26171875","0.26171875","38060","38060","38060","0.69140625","0.69140625","0.69140625","38060","38060","38060","0.65234375","0.65234375","0.65234375"
"1126","38089","38089","38089","0.328125","0.328125","0.328125","38089","38089","38089","0.84375","0.84375","0.84375","38089","38089","38089","0.86328125","0.86328125","0.86328125"
"1127","38118","38118","38118","0.45703125","0.45703125","0.45703125","38118","38118","38118","0.82421875","0.82421875","0.82421875","38118","38118","38118","0.8203125","0.8203125","0.8203125"
"1128","38147","38147","38147","0.37890625","0.37890625","0.37890625","38147","38147","38147","0.69140625","0.69140625","0.69140625","38147","38147","38147","0.67578125","0.67578125","0.67578125"
"1129","38176","38176","38176","0.5","0.5","0.5","38176","38176","38176","0.73046875","0.73046875","0.73046875","38176","38176","38176","0.8125","0.8125","0.8125"
"1130","38205","38205","38205","0.28125","0.28125","0.28125","38205","38205","38205","0.76171875","0.76171875","0.76171875","38205","38205","38205","0.70703125","0.70703125","0.70703125"
"1131","38234","38234","38234","0.4375","0.4375","0.4375","38234","38234","38234","0.73046875","0.73046875","0.73046875","38234","38234","38234","0.78515625","0.78515625","0.78515625"
"1132","38263","38263","38263","0.40625","0.40625","0.40625","38263","38263","38263","0.82421875","0.82421875","0.82421875","38263","38263","38263","0.75","0.75","0.75"
"1133","38292","38292","38292","0.3125","0.3125","0.3125","38292","38292","38292","0.73828125","0.73828125","0.73828125","38292","38292","38292","0.70703125","0.70703125","0.70703125"
"1134","38321","38321","38321","0.37109375","0.37109375","0.37109375","38321","38321","38321","0.73046875","0.73046875","0.73046875","38321","38321","38321","0.76953125","0.76953125","0.76953125"
"1135","38350","38350","38350","0.46484375","0.46484375","0.46484375","38350","38350","38350","0.8046875","0.8046875","0.8046875","38350","38350","38350","0.78125","0.78125","0.78125"
"1136","38379","38379","38379","0.3125","0.3125","0.3125","38379","38379","38379","0.828125","0.828125","0.828125","38379","38379","38379","0.7890625","0.7890625","0.7890625"
"1137","38408","38408","38408","0.51171875","0.51171875","0.51171875","38408","38408","38408","0.9140625","0.9140625","0.9140625","38408","38408","38408","0.90234375","0.90234375","0.90234375"
"1138","38437","38437","38437","0.2578125","0.2578125","0.2578125","38437","38437","38437","0.71484375","0.71484375","0.71484375","38437","38437","38437","0.703125","0.703125","0.703125"
"1139","38466","38466","38466","0.51171875","0.51171875","0.51171875","38466","38466","38466","0.8203125","0.8203125","0.8203125","38466","38466","38466","0.828125","0.828125","0.828125"
"1140","38495","38495","38495","0.20703125","0.20703125","0.20703125","38495","38495","38495","0.671875","0.671875","0.671875","38495","38495","38495","0.625","0.625","0.625"
"1141","38524","38524","38524","0.4609375","0.4609375","0.4609375","38524","38524","38524","0.67578125","0.67578125","0.67578125","38524","38524","38524","0.6953125","0.6953125","0.6953125"
"1142","38553","38553","38553","0.4921875","0.4921875","0.4921875","38553","38553","38553","0.77734375","0.77734375","0.77734375","38553","38553","38553","0.765625","0.765625","0.765625"
"1143","38582","38582","38582","0.41796875","0.41796875","0.41796875","38582","38582","38582","0.765625","0.765625","0.765625","38582","38582","38582","0.75390625","0.75390625","0.75390625"
"1144","38611","38611","38611","0.47265625","0.47265625","0.47265625","38611","38611","38611","0.90234375","0.90234375","0.90234375","38611","38611","38611","0.8984375","0.8984375","0.8984375"
"1145","38640","38640","38640","0.37890625","0.37890625","0.37890625","38640","38640","38640","0.703125","0.703125","0.703125","38640","38640","38640","0.6796875","0.6796875","0.6796875"
